x,y,z,arm_id,arm,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg
0.2899979342582026,0.19000193988618433,0.20000618486861332,1,right,31.621511471830917,-59.95440553398522,-45.50304359878316,85.96919821599802,9.094308395422983,-0.37257665149639974
0.29000190849778384,0.1904226702815738,0.200004359473216,1,right,31.564215692317834,-59.92505132548308,-45.50132413325251,85.89555502910012,9.03842091398145,-0.3756116289716366
0.29000902656615457,0.19168540834757683,0.200002074964594,1,right,31.392329286077274,-59.836851690536854,-45.496111519943504,85.67446541165842,8.87063684372682,-0.38472437461853415
0.29001004356155347,0.19380009953862734,0.19999120690729288,1,right,31.10588108646989,-59.683386739174374,-45.48486786719096,85.29841937472816,8.5852494189925,-0.4002813463047899
0.28999881034904174,0.19679938474971767,0.19998004051164753,1,right,30.704908136782603,-59.458920024428856,-45.465245592405395,84.7564882185161,8.174562227751538,-0.42276348702663874
0.29000817936195145,0.20068356615794267,0.20000577532448727,1,right,30.204614693807926,-59.164227845590965,-45.43674229046882,84.04383923957221,7.636022778396645,-0.45232095987645965
0.2900068360088868,0.20530695483200662,0.2000093832849845,1,right,29.625697692304673,-58.78211972656786,-45.388792375904366,83.15928139861288,6.968958546374561,-0.4888429734481874
0.2899970818235128,0.21057690593667888,0.1999981288064071,1,right,28.98851979198039,-58.30999132396234,-45.31611076547041,82.10281110889751,6.1800722288758685,-0.5304634202385021
0.29001326177215286,0.21640164388064717,0.1999906796804849,1,right,28.318689877768193,-57.74638248788414,-45.21466070298815,80.87442303309626,5.27408998238601,-0.5783535449724163
0.2900241765396056,0.22267650488289284,0.20002992394861618,1,right,27.627411723738337,-57.101924361414916,-45.08406376878682,79.49231752123809,4.265935297191576,-0.6304014608460613
0.2899963827869296,0.22879942497291086,0.2000045225354267,1,right,26.974873295887672,-56.40019518218063,-44.9177352378333,78.04622839091961,3.2261710819887472,-0.6823329734692297
0.2899985525323384,0.23430648803913323,0.20000506047207367,1,right,26.417306814821124,-55.72527811160411,-44.74119823128945,76.67233245650904,2.2548015647210597,-0.7299955124996977
0.29003922631497475,0.23912969396047817,0.19998771803839632,1,right,25.95411761756874,-55.08467157614379,-44.557860874241065,75.39384374148999,1.3611340888047163,-0.7736354726262741
